date,symbol,sector,close,ret_fwd_1m,mkt_cap,pe_ttm,pb,roe,turnover,volatility_20,momentum_raw,reverse_raw
2018-01-31,000001.SH,电子,11.688001340312642,-0.10395494126747637,2104096978.6249368,11.65838907605715,2.8167071211554346,-0.3430730928149725,0.30394617697743387,0.046990715234518414,0.7384994675498159,-0.5558477259394267
2018-01-31,000002.SZ,地产,20.178192024904497,0.08151924243337717,5234507185.23463,100.0,10.909594180039267,-1.6659753198015237,0.48478007720832994,0.06746209060381467,0.41127608815935784,0.8490039403427412
2018-01-31,000003.SH,电子,18.116208189129303,-0.02657229134627726,746991768.5796893,6.908336520316382,2.4722594278219767,1.9074375477518484,0.4225237655683405,0.07313306790209245,-0.6566725998417213,0.3352501109800043
2018-01-31,000004.SZ,基建,23.48900953397787,-0.0345532195139242,1048681990.6078304,6.860652106035619,3.4779771143431635,-1.1582076284862768,0.13524792323559587,0.09757429153648864,-0.9442629160669069,0.09407655036180224
2018-01-31,000005.SH,消费,31.966464796609085,-0.03461157460887865,80997391294.72202,100.0,5.896252023437559,1.0512587781455454,0.5177789344778888,0.10135633930284992,-0.6756600783852866,0.40630083066343636
2018-01-31,000006.SZ,白酒,10.318290914134403,-0.12786741687926928,1228459468.293683,100.0,10.050737551481227,-1.1381591942845657,0.17110322454781365,0.06537835904571805,0.6078672592653784,-0.059632386577582804
2018-01-31,000007.SH,消费,19.57294933274367,0.03733299557632822,1550877803.1779616,15.035839000385295,4.626800461367318,0.6529374102839662,0.37622662399247553,0.07848833128381164,0.11716259610109585,0.03149275084899638
2018-01-31,000008.SZ,电子,44.793109395073294,0.06324605584366963,52304124928.8657,100.0,5.542184626395361,1.1134433997276003,0.23084548532332047,0.08197880116789823,0.008202285410637639,-0.20153223644196716
2018-01-31,000009.SH,地产,13.849256689977084,2.5677335364012593e-05,200809129455.7282,15.574951959046684,2.2154035566149326,-0.04779074017202644,0.18157714228195518,0.2618714439010402,1.1953989378104617,-1.1070247795251533
2018-01-31,000010.SZ,银行,11.540920800756247,-0.1332250779337487,1561696812.5210028,100.0,5.363768874586879,0.19776091028192497,0.0903695025308587,0.2081720623741522,0.23456631840193923,-1.047148614525008
2018-01-31,000011.SH,电子,22.345662409325076,0.005494168552176586,3713197592.7586484,11.203923820988493,4.216017165902746,-1.0077226548368954,0.2047875343485149,0.09593232383288344,0.962999848974585,0.20514047736638452
2018-01-31,000012.SZ,地产,32.994497324316676,0.07696640501423306,8717758375.054222,5.9690500836837606,2.9040082249562498,0.5355715201044144,0.10231575422338267,0.09756327358579847,0.6393420915332051,-0.3066789300445063
2018-01-31,000013.SH,电子,16.804085525230093,-0.16813988633455107,47792809415.03536,9.193497358809699,5.6580982860317555,-0.6142409044889569,0.36191337836348486,0.07410877008086574,-1.0209242058509482,-0.21807584477146505
2018-01-31,000014.SZ,银行,36.207423558167854,-0.072457002183487,1786427104.17249,5.454028759666256,3.7827729893514834,-0.8990765419822647,0.47634939474958515,0.05682120788826499,0.2558698537349553,0.12305356672354854
2018-01-31,000015.SH,电子,32.51440910094339,0.05473163140240499,4618192665.352238,8.539003043938445,2.9899315223597944,-1.0270330665259575,0.1497998072450748,0.10636187699023253,-1.73220015466696,0.9290188577422809
2018-01-31,000016.SZ,消费,30.778983104020245,0.005939626908980696,13422741425.72776,18.92593679541245,6.3734395564757556,0.8211814546196855,0.2594958344449313,0.07814039032745033,-1.7441659996467043,0.4080302943798504
2018-01-31,000017.SH,地产,27.27007739319541,0.02914852358540491,9555512375.534698,12.619357831318418,3.9469836272548013,1.3682293785761253,0.15525353930014096,0.10756094239104358,-2.076445034460538,0.08821964755943013
2018-01-31,000018.SZ,白酒,73.2625988783809,0.13908314639983088,3619102478.132598,100.0,8.248987281729512,0.09380693227645079,0.16296132682493797,0.06328720853141215,-1.0341529684585378,0.9081805672353577
2018-01-31,000019.SH,消费,19.13236086935422,0.055444528440340035,4482266371.544992,10.56122107713544,3.175808193353769,-0.36681304441736284,0.32865304863899114,0.08486520876476657,0.1547274136084293,0.9081364757252174
2018-01-31,000020.SZ,消费,7.817568170412713,0.05985772410934828,1081855119.4776306,20.50801632981939,4.625617485176795,0.2748155701321716,0.21887179513629879,0.11671963328076239,-0.44588154052710827,0.39352863710310243
2018-01-31,000021.SH,白酒,54.35797007011126,0.21344578117860252,4242564258.9420753,23.877942898713236,20.0,1.3817075199668192,0.5324980842623095,0.1259554959995337,-1.2920955353849435,0.926354451790457
2018-01-31,000022.SZ,基建,15.777177332543415,-0.012506990647673554,4250403596.5297747,100.0,5.2239964622834325,0.7907690444776871,0.17532458714652652,0.12823576253829863,1.0429505014095088,0.5159506130055687
2018-01-31,000023.SH,医药,19.933996752139834,-0.05965981340650214,8256380746.181385,6.894567386878371,4.253263305628964,-0.38390158558604437,0.3677573866042712,0.06979651879498121,-0.7223311172443596,0.9406420987770311
2018-01-31,000024.SZ,电子,40.323338583581894,0.04305622344831022,2998428949.239798,38.90446936467283,14.844544537070192,1.3123192596968702,0.23426711594750493,0.14944004633373734,0.44305368333621475,0.2782098638036884
2018-01-31,000025.SH,医药,9.231662614324414,0.024053666960641647,9885210033.488281,17.89093342203586,7.270719668076714,0.6114318322990089,0.33216913562733263,0.08373702096736088,-0.47578827282185987,0.5570715518308611
2018-01-31,000026.SZ,基建,10.190331238937153,-0.05137056868532805,19868695792.15799,37.068785156273904,6.747370603670121,1.6783543963614327,0.17842644622256745,0.1382765339226673,0.05018123539948899,0.37992015356835707
2018-01-31,000027.SH,消费,8.244429874001113,-0.08590724109409022,7506040056.738967,12.917703168581115,5.604916576880972,0.3604139571146903,0.2176690652790525,0.11039134589804349,-1.7972787968601196,-0.40379266681014503
2018-01-31,000028.SZ,基建,15.895512360168002,0.17716025313131065,8585235386.563307,12.464035122310959,3.4797043055994745,-1.3332070084312573,0.21060952768217933,0.06844425746183914,-0.4909383792224788,0.5185162438267928
2018-01-31,000029.SH,消费,25.73956577284611,0.0286127289180886,6019425578.721002,12.616039884054638,7.6530174308464085,-1.1961265038377822,0.14689627442517908,0.09919484848808416,-0.23766213483736665,-1.0365181009308013
2018-01-31,000030.SZ,消费,24.680372420572507,-0.05454182953098689,6078529953.179005,10.050663114849943,4.301685177615727,0.7326556354203213,0.3106901291786549,0.12591821245682083,-1.718616986174959,0.04369351289515705
2018-01-31,000031.SH,银行,25.821565345568036,0.11971357862269214,2459081034.684084,5.224674924929285,2.8234532496259197,1.477191945937248,0.30885743090593565,0.1373171428892115,0.5928514516503983,0.6036581539394463
2018-01-31,000032.SZ,新能源,9.736414964214786,-0.017587582439581986,8925403275.697851,100.0,6.721819610949911,-1.9210678469654128,0.30022512996387996,0.10546820307947095,0.8926110951560978,0.37749562616629595
2018-01-31,000033.SH,地产,6.107005388654552,-0.03488860113715393,5255672162.942736,100.0,5.500183009428648,-0.6258933826119064,0.4811784051141906,0.18940316488917835,0.19387879034670424,0.9946059797248576
